nb_suburb,nb_postcode,nb_state,SA1,SA2,SA3,SA4,Median total income($)
Narre Warren South,3805,VIC,Narre Warren South,Narre Warren South - West,Casey - South,Melbourne - South East,51316
Narwee,2209,NSW,Penshurst (NSW),Penshurst,Hurstville,Sydney - Inner South West,47572
Natte Yallock,3465,VIC,Stuart Mill,St Arnaud,Grampians,North West,43038
Nedlands,6009,WA,Nedlands,Nedlands - Dalkeith - Crawley,Cottesloe - Claremont,Perth - Inner,62359
Nelly Bay,4819,QLD,Horseshoe Bay,Magnetic Island,Townsville,Townsville,34098
Nelson Bay,2315,NSW,Nelson Bay (NSW),Nelson Bay Peninsula,Port Stephens,Hunter Valley exc Newcastle,40144
Nerang,4211,QLD,Pacific Pines,Pacific Pines - Gaven,Robina,Gold Coast,48393
Nerrina,3350,VIC,Redan,Sebastopol - Redan,Ballarat,Ballarat,49070
Netley,5037,SA,Netley,Plympton,West Torrens,Adelaide - West,48980
Neutral Bay,2089,NSW,Neutral Bay,Neutral Bay - Kirribilli,North Sydney - Mosman,Sydney - North Sydney and Hornsby,79506
New Beith,4124,QLD,Greenbank,Greenbank - North Maclean,Jimboomba,Logan - Beaudesert,53980
New Farm,4005,QLD,Teneriffe,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,64913
New Lambton,2305,NSW,New Lambton,Lambton - New Lambton,Newcastle,Newcastle and Lake Macquarie,58774
New Norfolk,7140,TAS,West Coast,West Coast (Tas.),West Coast,West and North West,48635
New Port,5015,SA,Torrens Island,Torrens Island,Port Adelaide - West,Adelaide - West,51071
New Town,7008,TAS,New Town (Tas.),New Town,Hobart Inner,Hobart,48631
Newcastle,2300,NSW,Newcastle,Newcastle - Cooks Hill,Newcastle,Newcastle and Lake Macquarie,51362
Newham,3442,VIC,Rochford,Romsey,Macedon Ranges,Melbourne - North West,53594
Newington,2127,NSW,Wentworth Point,Wentworth Point - Sydney Olympic Park,Auburn,Sydney - Parramatta,40326
Newman,6753,WA,Newman,Newman,Pilbara,Western Australia - Outback,84341
Newmarket,4051,QLD,Enoggera,Ashgrove,Brisbane Inner - West,Brisbane Inner City,57814
Newnham,7248,TAS,Newnham,Newnham - Mayfield,North East,Launceston and North East,40841
Newport,2106,NSW,Newport (NSW),Newport - Bilgola,Pittwater,Sydney - Northern Beaches,59932
Newport,3015,VIC,Spotswood,Newport,Hobsons Bay,Melbourne - West,59932
Newport,4020,QLD,Scarborough (Qld),Scarborough - Newport,Redcliffe,Moreton Bay - North,59932
Newstead,4006,QLD,Bowen Hills,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,69381
Newton,5074,SA,Campbelltown (SA),Paradise - Newton,Port Adelaide - East,Adelaide - North,47365
Newtown,2042,NSW,Newtown (NSW),Newtown (NSW),Sydney Inner City,Sydney - City and Inner South,59807
Newtown,2043,NSW,Erskineville,Erskineville - Alexandria,Sydney Inner City,Sydney - City and Inner South,83036
Newtown,3220,VIC,Newtown (Greater Geelong - Vic.),Newtown (Vic.),Geelong,Geelong,60993
Newtown,4305,QLD,Raceview,Ripley,Ipswich Inner,Ipswich,54330
Newtown,4350,QLD,Cranley,Wilsonton,Toowoomba,Toowoomba,47625
Ngunnawal,2913,ACT,Taylor,Taylor,Gungahlin,Australian Capital Territory,66035
Niagara Park,2250,NSW,Wrights Creek (NSW),Bilpin - Colo - St Albans,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,52812
Nicholls,2913,ACT,Taylor,Taylor,Gungahlin,Australian Capital Territory,69970
Niddrie,3042,VIC,Keilor East,Keilor East,Keilor,Melbourne - North West,61999
Nimbin,2480,NSW,Dunoon,Lismore Surrounds,Richmond Valley - Hinterland,Richmond - Tweed,41076
Nirimba,4551,QLD,Meridan Plains,Meridan Plains - Little Mountain (North),Sunshine Coast Hinterland,Sunshine Coast,44551
Nirimba Fields,2763,NSW,Nirimba Fields,Schofields (West) - Colebee,Blacktown - North,Sydney - Blacktown,63948
Noble Park,3174,VIC,Noble Park,Noble Park - West,Dandenong,Melbourne - South East,45274
Noble Park North,3174,VIC,Noble Park,Noble Park - West,Dandenong,Melbourne - South East,45274
Nollamara,6061,WA,Mirrabooka (WA),Dianella - North,Wanneroo,Perth - North West,50504
Noosa Heads,4567,QLD,Sunshine Beach,Sunshine Beach,Noosa,Sunshine Coast,41014
Noosaville,4566,QLD,Noosaville,Noosaville,Noosa,Sunshine Coast,39580
Noranda,6062,WA,Noranda,Noranda,Stirling,Perth - North West,49957
Noraville,2263,NSW,Woongarrah,Warnervale - Wadalba,Wyong,Central Coast,53867
Nords Wharf,2281,NSW,Swansea (NSW),Swansea - Caves Beach,Lake Macquarie - East,Newcastle and Lake Macquarie,50308
Norman Gardens,4701,QLD,Wattlebank,Rockhampton Surrounds - North,Rockhampton,Fitzroy,60209
Norman Park,4170,QLD,Norman Park,Norman Park,Brisbane Inner - East,Brisbane Inner City,72236
Normanhurst,2076,NSW,Wahroonga,Wahroonga (East) - Warrawee,Ku-ring-gai,Sydney - North Sydney and Hornsby,60588
North Albury,2640,NSW,Welaregang,Tumbarumba,Wodonga - Alpine,Hume,45354
North Balgowlah,2093,NSW,North Balgowlah,Manly Vale - Allambie Heights,Warringah,Sydney - Northern Beaches,62593
North Beach,6020,WA,Watermans Bay,Trigg - North Beach - Watermans Bay,Stirling,Perth - North West,66641
North Bendigo,3550,VIC,White Hills (Vic.),White Hills - Ascot,Bendigo,Bendigo,53137
North Bondi,2026,NSW,North Bondi,Dover Heights,Eastern Suburbs - North,Sydney - Eastern Suburbs,68116
North Coogee,6163,WA,Kardinya,Murdoch - Kardinya,Melville,Perth - South West,79231
North Curl Curl,2099,NSW,Oxford Falls,Frenchs Forest - Oxford Falls,Warringah,Sydney - Northern Beaches,59516
North Epping,2121,NSW,Epping (NSW),Eastwood,Ryde - Hunters Hill,Sydney - Ryde,57044
North Fremantle,6159,WA,North Fremantle,Fremantle,Fremantle,Perth - South West,59936
North Geelong,3215,VIC,Lovely Banks,Corio - Lovely Banks,Geelong,Geelong,50763
North Gosford,2250,NSW,Wrights Creek (NSW),Bilpin - Colo - St Albans,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,47184
North Haven,5018,SA,North Haven (SA),North Haven,Port Adelaide - West,Adelaide - West,54190
North Ipswich,4305,QLD,Raceview,Ripley,Ipswich Inner,Ipswich,51652
North Isis,4660,QLD,Howard,Burrum - Fraser,Maryborough,Wide Bay,38607
North Kellyville,2155,NSW,Rouse Hill,Schofields - East,Blacktown - North,Sydney - Blacktown,63948
North Lake,6163,WA,Kardinya,Murdoch - Kardinya,Melville,Perth - South West,53968
North Lakes,4509,QLD,North Lakes,North Lakes,North Lakes,Moreton Bay - South,53968
North Lambton,2299,NSW,North Lambton,Waratah - North Lambton,Newcastle,Newcastle and Lake Macquarie,54411
North Manly,2100,NSW,Oxford Falls,Frenchs Forest - Oxford Falls,Warringah,Sydney - Northern Beaches,59516
North Melbourne,3051,VIC,North Melbourne,North Melbourne,Melbourne City,Melbourne - Inner,48289
North Narrabeen,2101,NSW,Narrabeen,Narrabeen - Wheeler Heights,Warringah,Sydney - Northern Beaches,59516
North Nowra,2541,NSW,South Nowra,Nowra,Shoalhaven,Southern Highlands and Shoalhaven,46487
North Parramatta,2151,NSW,Northmead,Northmead,Parramatta,Sydney - Parramatta,58174
North Perth,6006,WA,North Perth,North Perth,Perth City,Perth - Inner,64865
North Richmond,2754,NSW,North Richmond,Richmond - Clarendon,Richmond - Windsor,Sydney - Outer West and Blue Mountains,53506
North Rocks,2151,NSW,Northmead,Northmead,Parramatta,Sydney - Parramatta,55862
North Rothbury,2335,NSW,Luskintyre,Rutherford (North) - Aberglasslyn,Maitland,Hunter Valley exc Newcastle,55699
North Ryde,2113,NSW,Ryde,Ryde - North,Ryde - Hunters Hill,Sydney - Ryde,60755
North Shields,5607,SA,Tiatukia,Port Lincoln,Eyre Peninsula and South West,South Australia - Outback,47859
North St Marys,2760,NSW,St Marys (NSW),St Marys - North St Marys,St Marys,Sydney - Outer West and Blue Mountains,52958
north st marys ,2760,NSW,St Marys (NSW),St Marys - North St Marys,St Marys,Sydney - Outer West and Blue Mountains,52958
North Sydney,2060,NSW,North Sydney,North Sydney - Lavender Bay,North Sydney - Mosman,Sydney - North Sydney and Hornsby,67131
North Tamworth,2340,NSW,Moore Creek,Tamworth Surrounds,Tamworth - Gunnedah,New England and North West,45533
North Turramurra,2074,NSW,Warrawee,Wahroonga (East) - Warrawee,Pennant Hills - Epping,Sydney - Ryde,65000
North Willoughby,2068,NSW,Willoughby (NSW),Willoughby,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,68311
North Wollongong,2500,NSW,Gwynneville,Wollongong - West,Wollongong,Illawarra,48646
North Yunderup,6208,WA,West Pinjarra,Pinjarra,Mandurah,Mandurah,50983
Northbridge,2063,NSW,Northbridge (NSW),Castle Cove - Northbridge,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,68311
Northcote,3070,VIC,Northcote,Northcote - West,Yarra,Melbourne - Inner,68966
Northgate,4013,QLD,Nundah,Nundah,Nundah,Brisbane - North,61047
Northmead,2152,NSW,Northmead,Toongabbie - Constitution Hill,Parramatta,Sydney - Parramatta,60360
Northwood,2066,NSW,Lane Cove,Lane Cove,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,68311
Norton Summit,5136,SA,Norton Summit,Uraidla - Summertown,Adelaide Hills,Adelaide - Central and Hills,56485
Norwest,2153,NSW,Winston Hills,Winston Hills,Parramatta,Sydney - Parramatta,60097
Norwood,5067,SA,Norwood (SA),Norwood (SA),Norwood - Payneham - St Peters,Adelaide - Central and Hills,54742
Norwood,7250,TAS,Westwood (Tas.),Hadspen - Carrick,North East,Launceston and North East,54742
Notting Hill,3168,VIC,Clayton,Clayton - Central,Monash,Melbourne - South East,46299
Nowra,2541,NSW,South Nowra,Nowra,Shoalhaven,Southern Highlands and Shoalhaven,46487
Nudgee,4014,QLD,Nudgee,Nudgee - Banyo,Nundah,Brisbane - North,58779
Nudgee Beach,4014,QLD,Nudgee,Nudgee - Banyo,Nundah,Brisbane - North,58779
Nunawading,3131,VIC,Nunawading,Nunawading,Whitehorse - East,Melbourne - Outer East,52902
Nundah,4012,QLD,Nundah,Hendra,Brisbane Inner - North,Brisbane Inner City,58779
Nuriootpa,5355,SA,Nuriootpa,Nuriootpa,Barossa,Barossa - Yorke - Mid North,48579
Nyah West,3595,VIC,Nyah West,Swan Hill Surrounds,Murray River - Swan Hill,North West,43685
Nyora,3987,VIC,Nyora (Vic.),Koo Wee Rup,Cardinia,Melbourne - South East,52584
O'connell,4680,QLD,West Gladstone,West Gladstone,Gladstone - Biloela,Fitzroy,54207
O'Connor,6163,WA,Kardinya,Murdoch - Kardinya,Melville,Perth - South West,81483
O'Halloran Hill,5158,SA,O'Halloran Hill,Happy Valley,Onkaparinga,Adelaide - South,52355
O'Sullivan Beach,5166,SA,O'Sullivan Beach,Christies Beach,Onkaparinga,Adelaide - South,48449
Oak Flats,2529,NSW,Blackbutt (NSW),Warilla,Kiama - Shellharbour,Illawarra,51096
Oak Park,3046,VIC,Oak Park,Pascoe Vale,Moreland - North,Melbourne - North West,52284
Oakbank,5243,SA,Oakbank,Lobethal - Woodside,Adelaide Hills,Adelaide - Central and Hills,50813
Oakdale,2570,NSW,Oran Park,Oran Park,Bringelly - Green Valley,Sydney - South West,56079
Oakey,4401,QLD,Yargullen,Jondaryan,Darling Downs - East,Darling Downs - Maranoa,46119
Oakford,6121,WA,Oakford,Mundijong,Serpentine - Jarrahdale,Perth - South East,54991
Oakhurst,2761,NSW,Plumpton (NSW),Hassall Grove - Plumpton,Mount Druitt,Sydney - Blacktown,56165
Oaklands Park,5046,SA,Oaklands Park,Warradale,Marion,Adelaide - South,50972
Oakleigh,3166,VIC,Oakleigh,Oakleigh - Huntingdale,Monash,Melbourne - South East,49454
Oakleigh East,3166,VIC,Oakleigh,Oakleigh - Huntingdale,Monash,Melbourne - South East,51653
Oakleigh South,3167,VIC,Oakleigh South,Oakleigh - Huntingdale,Monash,Melbourne - South East,49454
Oakville,2765,NSW,Berkshire Park,Yarramundi - Londonderry,Richmond - Windsor,Sydney - Outer West and Blue Mountains,53387
Oatlands,2117,NSW,Oatlands (NSW),North Parramatta,Parramatta,Sydney - Parramatta,50405
Oatley,2223,NSW,Mortdale,Mortdale - Oatley,Hurstville,Sydney - Inner South West,56108
Obi Obi,4574,QLD,Moy Pocket,Gympie Surrounds,Gympie - Cooloola,Wide Bay,39745
Ocean Beach,6333,WA,Denmark,Denmark,Albany,Western Australia - Wheat Belt,34822
Ocean Grove,3226,VIC,Ocean Grove,Ocean Grove,Surf Coast - Bellarine Peninsula,Geelong,50726
Ocean Reef,6027,WA,Ocean Reef,Ocean Reef,Wanneroo,Perth - North West,55841
Ocean Shores,2483,NSW,Burringbar,Pottsville,Tweed Valley,Richmond - Tweed,38403
Ocean View,4521,QLD,Dayboro,Dayboro,Hills District,Moreton Bay - South,55584
Officer,3809,VIC,Officer,Pakenham - North West,Cardinia,Melbourne - South East,52584
Officer South,3809,VIC,Officer,Pakenham - North West,Cardinia,Melbourne - South East,52584
Old Bar,2430,NSW,Lansdowne (Mid-Coast - NSW),Taree Surrounds,Taree - Gloucester,Mid North Coast,41532
Old Beach,7017,TAS,Tea Tree,Southern Midlands,Central Highlands (Tas.),South East,56214
Old Noarlunga,5168,SA,Old Noarlunga,Seaford - Seaford Meadows,Onkaparinga,Adelaide - South,50011
Old Toongabbie,2146,NSW,Toongabbie (NSW),Pendle Hill - Girraween,Parramatta,Sydney - Parramatta,55182
Olinda,3788,VIC,Silvan,Mount Dandenong - Olinda,Yarra Ranges,Melbourne - Outer East,53335
One Tree Hill,5114,SA,Greenwith,Golden Grove,Barossa,Barossa - Yorke - Mid North,51973
Ooralea,4740,QLD,West Mackay,West Mackay,Mackay,Mackay,64093
Oran Park,2570,NSW,Oran Park,Oran Park,Bringelly - Green Valley,Sydney - South West,55064
Orange,2800,NSW,Kangaroobie,Orange Surrounds,Orange,Central West,53512
Orangeville,2570,NSW,Oran Park,Oran Park,Bringelly - Green Valley,Sydney - South West,55064
Orchard Hills,2748,NSW,Orchard Hills,Mulgoa - Luddenham - Orchard Hills,St Marys,Sydney - Outer West and Blue Mountains,63094
Orelia,6167,WA,Wandi,Casuarina - Wandi,Kwinana,Perth - South West,52406
Ormeau,4208,QLD,Kingsholme,Willow Vale - Pimpama (West),Ormeau - Oxenford,Gold Coast,50746
Ormeau Hills,4208,QLD,Kingsholme,Willow Vale - Pimpama (West),Ormeau - Oxenford,Gold Coast,50746
Ormiston,4160,QLD,Ormiston,Ormiston,Cleveland - Stradbroke,Brisbane - East,53338
Ormond,3204,VIC,Bentleigh East,Bentleigh East - South,Glen Eira,Melbourne - Inner South,57286
Osborne,5017,SA,Osborne (SA),North Haven,Port Adelaide - West,Adelaide - West,50320
Ottoway,5013,SA,Wingfield,The Parks,Port Adelaide - West,Adelaide - West,44116
Ourimbah,2258,NSW,Tuggerah,Tuggerah - Kangy Angy,Wyong,Central Coast,52698
Oxenford,4210,QLD,Maudsland,Upper Coomera (South) - Wongawallan,Ormeau - Oxenford,Gold Coast,50746
Oxley,4075,QLD,Oxley (Qld),Oxley (Qld),Forest Lake - Oxley,Ipswich,49156
Oxley Park,2760,NSW,St Marys (NSW),St Marys - North St Marys,St Marys,Sydney - Outer West and Blue Mountains,53850
Pacific Heights,4703,QLD,Lammermoor,Yeppoon,Rockhampton,Fitzroy,56971
Pacific Paradise,4564,QLD,Twin Waters,Marcoola - Mudjimba,Maroochy,Sunshine Coast,45434
Pacific Pines,4211,QLD,Pacific Pines,Pacific Pines - Gaven,Robina,Gold Coast,50440
Padbury,6025,WA,Padbury,Padbury,Joondalup,Perth - North West,57763
Paddington,2021,NSW,Paddington (NSW),Double Bay - Darling Point,Eastern Suburbs - South,Sydney - Eastern Suburbs,80692
Paddington,4064,QLD,Red Hill (Brisbane - Qld),Red Hill (Qld),Brisbane Inner - West,Brisbane Inner City,80692
Pagewood,2035,NSW,Maroubra,Maroubra - West,Eastern Suburbs - South,Sydney - Eastern Suburbs,53892
Pakenham,3810,VIC,Pakenham,Pakenham - South West,Cardinia,Melbourne - South East,52584
Pakenham Upper,3810,VIC,Pakenham,Pakenham - South West,Cardinia,Melbourne - South East,52584
Pallara,4110,QLD,Willawong,Oxley (Qld),Forest Lake - Oxley,Ipswich,57322
Palm Beach,2108,NSW,Morning Bay,Bayview - Elanora Heights,Pittwater,Sydney - Northern Beaches,54810
Palm Beach,4221,QLD,Palm Beach (Qld),Palm Beach,Mudgeeraba - Tallebudgera,Gold Coast,54810
Palmview,4553,QLD,Palmview,Landsborough,Sunshine Coast Hinterland,Sunshine Coast,49126
Palmwoods,4555,QLD,Palmwoods (Qld),Palmwoods,Sunshine Coast Hinterland,Sunshine Coast,45583
Palmyra,4751,QLD,Greenmount (Mackay - Qld),Walkerston - Eton,Mackay,Mackay,62207
Palmyra,6157,WA,Palmyra (WA),Bicton - Palmyra,Melville,Perth - South West,62207
Panania,2213,NSW,Panania,Panania (South) - Picnic Point,Bankstown,Sydney - Inner South West,47325
Para Hills,5096,SA,Para Hills,Para Hills,Salisbury,Adelaide - North,49032
Paradise,5075,SA,Dernancourt,Highbury - Dernancourt,Tea Tree Gully,Adelaide - North,39644
Paradise Point,4216,QLD,South Stradbroke,Hope Island,Ormeau - Oxenford,Gold Coast,47445
Parafield Gardens,5107,SA,Mawson Lakes,Mawson Lakes - Globe Derby Park,Salisbury,Adelaide - North,46559
Paralowie,5108,SA,Salisbury North,Salisbury North,Salisbury,Adelaide - North,49124
Park Orchards,3114,VIC,Ringwood North,Ringwood North,Maroondah,Melbourne - Outer East,52567
Park Ridge,4125,QLD,Munruben,Munruben - Park Ridge South,Browns Plains,Logan - Beaudesert,47774
Parkdale,3195,VIC,Parkdale,Mordialloc - Parkdale,Kingston,Melbourne - Inner South,62092
Parkesbourne,2580,NSW,Wiarborough,Oberon,Blue Mountains - South,Sydney - Outer West and Blue Mountains,48607
Parkinson,4115,QLD,Parkinson,Parkinson - Drewvale,Sunnybank,Brisbane - South,51709
Parklands,4560,QLD,Nambour,Nambour,Sunshine Coast Hinterland,Sunshine Coast,52108
Parklea,2768,NSW,Stanhope Gardens,Stanhope Gardens - Parklea,Blacktown - North,Sydney - Blacktown,63948
Parkside,5063,SA,Fullarton,Unley - Parkside,Unley,Adelaide - Central and Hills,59661
Parkville,3052,VIC,Parkville (Vic.),Parkville,Melbourne City,Melbourne - Inner,47865
Parkwood,4214,QLD,Parkwood (Qld),Parkwood,Southport,Gold Coast,45729
Parkwood,6147,WA,Langford,Beckenham - Kenwick - Langford,Gosnells,Perth - South East,45729
Parmelia,6167,WA,Wandi,Casuarina - Wandi,Kwinana,Perth - South West,52406
Parramatta,2150,NSW,Harris Park,Rosehill - Harris Park,Parramatta,Sydney - Parramatta,48068
Parramatta Park,4870,QLD,Whitfield (Qld),Whitfield - Edge Hill,Cairns - South,Cairns,53353
Parrearra,4575,QLD,Birtinya,Wurtulla - Birtinya,Maroochy,Sunshine Coast,48691
Pascoe Vale,3044,VIC,Pascoe Vale,Pascoe Vale,Moreland - North,Melbourne - North West,61738
Pascoe Vale South,3044,VIC,Pascoe Vale,Pascoe Vale,Moreland - North,Melbourne - North West,61738
Patterson Lakes,3197,VIC,Patterson Lakes,Carrum - Patterson Lakes,Frankston,Mornington Peninsula,56861
Paxton,2325,NSW,Putty,Singleton Surrounds,Lower Hunter,Hunter Valley exc Newcastle,52543
Payneham,5070,SA,Marden,St Peters - Marden,Port Adelaide - East,Adelaide - North,54742
Paynesville,3880,VIC,Seacombe,Longford - Loch Sport,Wellington,Latrobe - Gippsland,37891
Peak Crossing,4306,QLD,Ripley,Ripley,Burnett,Wide Bay,62141
Peake,5301,SA,Yumali,The Coorong,Murray and Mallee,South Australia - South East,41497
Peakhurst,2210,NSW,Penshurst (NSW),Penshurst,Hurstville,Sydney - Inner South West,47314
Pearce,2607,ACT,Torrens,Torrens,Woden,Australian Capital Territory,53071
Pearcedale,3912,VIC,Somerville (Vic.),Somerville,Mornington Peninsula,Mornington Peninsula,53071
Pelican,2281,NSW,Swansea (NSW),Swansea - Caves Beach,Lake Macquarie - East,Newcastle and Lake Macquarie,42396
Pelican Waters,4551,QLD,Meridan Plains,Meridan Plains - Little Mountain (North),Sunshine Coast Hinterland,Sunshine Coast,42396
Pelton,2325,NSW,Putty,Singleton Surrounds,Lower Hunter,Hunter Valley exc Newcastle,52543
Penguin,7316,TAS,Penguin,Penguin - Sulphur Creek,Burnie - Ulverstone,West and North West,50148
Pennant Hills,2120,NSW,Pennant Hills,Pennant Hills - Cheltenham,Pennant Hills - Epping,Sydney - Ryde,56759
Pennington,5013,SA,Wingfield,The Parks,Port Adelaide - West,Adelaide - West,44116
Penrith,2750,NSW,Penrith,Cranebrook - Castlereagh,Penrith,Sydney - Outer West and Blue Mountains,59004
Penshurst,2222,NSW,Penshurst (NSW),Penshurst,Hurstville,Sydney - Inner South West,47314
Penshurst,3289,VIC,Warrabkook,Moyne - West,Warrnambool - Otway Ranges,Warrnambool and South West,46843
Peregian Beach,4573,QLD,Peregian Beach,Noosa Hinterland,Noosa,Sunshine Coast,45105
Peregian Springs,4573,QLD,Peregian Beach,Noosa Hinterland,Noosa,Sunshine Coast,46928
Perenjori,6620,WA,Perenjori,Morawa,Mid West,Western Australia - Outback,47623
Perth,6000,WA,Perth (WA),Perth (West) - Northbridge,Perth City,Perth - Inner,55822
Perth,6004,WA,Mount Lawley,East Perth,Perth City,Perth - Inner,55822
Perth,7300,TAS,Perth (Tas.),Perth - Evandale,North East,Launceston and North East,55822
Peterhead,5016,SA,Largs North,North Haven,Port Adelaide - West,Adelaide - West,54190
Petersham,2049,NSW,Lewisham (NSW),Dulwich Hill - Lewisham,Strathfield - Burwood - Ashfield,Sydney - Inner West,65392
Petrie,4502,QLD,Petrie,Petrie,Strathpine,Moreton Bay - South,53579
Pialba,4655,QLD,Walkers Point,Maryborough Surrounds - South,Maryborough,Wide Bay,42590
Piara Waters,6112,WA,Piara Waters,Piara Waters - Forrestdale,Gosnells,Perth - South East,51267
Piccadilly,6430,WA,Zanthus,Kambalda - Coolgardie - Norseman,Goldfields,Western Australia - Outback,65276
Pickering Brook,6076,WA,Lesmurdie,Lesmurdie - Bickley - Carmel,Kalamunda,Perth - South East,53239
Picnic Point,2213,NSW,Panania,Panania (South) - Picnic Point,Bankstown,Sydney - Inner South West,47325
Picton,2571,NSW,Picton (NSW),Picton - Tahmoor - Buxton,Wollondilly,Sydney - Outer South West,55890
Pimpama,4209,QLD,Willow Vale (Qld),Willow Vale - Pimpama (West),Ormeau - Oxenford,Gold Coast,50746
Pimpinio,3401,VIC,Vasey,Southern Grampians,Glenelg - Southern Grampians,Warrnambool and South West,43994
